chrom	start	end	sample1	sample2
chr1	5471281	5494377	NC358:0	
chr1	5494378	5542458	NC358:0	
chr1	5542459	5544609	NC358:0	
chr1	5544610	5563157	NC358:0	
chr1	5563158	5568808	NC358:0	
chr1	5568809	5614511	NC358:0	
chr1	5614512	5616948	NC358:0	
chr1	5616949	5651276	NC358:0	
chr1	5651277	5653345	NC358:0	
chr1	5653346	5654520	NC358:0	
chr1	5654521	5657914	NC358:0	
chr1	5657915	5658648	NC358:0	
chr1	5658649	5666671	NC358:0	
chr1	5666672	5743083	NC358:0	
chr1	5743084	5766824	NC358:0	
chr1	5766825	5769495	NC358:0	
chr1	5769496	5779095	NC358:0	
chr1	5779096	5836051	NC358:0	
chr1	5836052	5842219	NC358:0	
chr1	5842220	5846553	NC358:0	
chr1	5846554	5860289	NC358:0	
chr1	5860290	5864742	NC358:0	
chr1	5864743	5866979	NC358:0	
chr1	5866980	5896529	NC358:0	
chr1	5896530	5901417	NC358:0	
chr1	5901418	5973572	NC358:0	
chr1	5973573	5977058	NC358:0	
chr1	5977059	5987120	NC358:0	
chr1	5987121	5992091	NC358:0	
chr1	5992092	6021070	NC358:0	
chr1	6021071	6115422	NC358:0	
chr1	6115423	6129564	NC358:0	
chr1	6129565	6131008	NC358:0	
chr1	6131009	6157777	NC358:0	
chr1	6157778	6162550	NC358:0	
chr1	6162551	6199560	NC358:0	
chr1	6199561	6205167	NC358:0	
chr1	6205168	6223099	NC358:0	
chr1	6223100	6231100	NC358:0	
chr1	6231101	6243370	NC358:0	
chr1	6243371	6248402	NC358:0	
chr1	6248403	6248999	NC358:0	
chr1	6249000	6254799	NC358:0	
chr1	6254800	6260433	NC358:0	
chr1	6260434	6268023	NC358:0	
chr1	6268024	6271962	NC358:0	
chr1	6271963	6282614	NC358:0	
chr1	6282615	6359696	NC358:0	
chr1	6359697	6363489	NC358:0	
chr1	6363490	6364739	NC358:0	
chr1	6364740	6366262	NC358:0	
chr1	6366263	6371982	NC358:0	
chr1	6371983	6376052	NC358:0	
chr1	6376053	6379604	NC358:0	
chr1	6379605	6384920	NC358:0	
chr1	6384921	6476932	NC358:0	
chr1	6476933	6483118	NC358:0	
chr1	6483119	6492234	NC358:0	
chr1	6492235	6496730	NC358:0	
chr1	6496731	6508798	NC358:0	
chr1	6508799	6511515	NC358:0	
chr1	6511516	6513959	NC358:0	
chr1	6513960	6514552	NC358:0	
chr1	6514553	6516695	NC358:0	
chr1	6516696	6518831	NC358:0	
chr1	6518832	6522742	NC358:0	
chr1	6522743	6526589	NC358:0	
chr1	6526590	6724074	NC358:0	
chr1	6724075	6727161	NC358:0	
chr1	6727162	6750498	NC358:0	
chr1	6750499	6751862	NC358:0	
chr1	6751863	6773696	NC358:0	
chr1	6773697	6776553	NC358:0	
chr1	6776554	6778350	NC358:0	
chr1	6778351	6782401	NC358:0	
chr1	6782402	6794225	NC358:0	
chr1	6794226	6860086	NC358:0	
chr1	6860087	6866001	NC358:0	
chr1	6866002	6867656	NC358:0	
chr1	6867657	6872264	NC358:0	
chr1	6872265	6980886	NC358:0	
chr1	6980887	6987713	NC358:0	
chr1	6987714	7016510	NC358:0	
chr1	7016511	7021670	NC358:0	
chr1	7021671	7024918	NC358:0	
chr1	7024919	7033702	NC358:0	
chr1	7033703	7096892	NC358:0	
chr1	7096893	7100888	NC358:0	
chr1	7100889	7106205	NC358:0	
chr1	7106206	7130012	NC358:0	
chr1	7130013	7137024	NC358:0	
chr1	7137025	7180544	NC358:0	
chr1	7180545	7202061	NC358:0	
chr1	7202062	7234605	NC358:0	
chr1	7234606	7239981	NC358:0	
chr1	7239982	7243788	NC358:0	
chr1	7243789	7281896	NC358:0	
chr1	7281897	7289252	NC358:0	
chr1	7289253	7298471	NC358:0	
chr1	7298472	7301489	NC358:0	
chr1	7301490	7329168	NC358:0	
chr1	7329169	7332227	NC358:0	
chr1	7332228	7337013	NC358:0	
chr1	7337014	7342701	NC358:0	
chr1	7342702	7343652	NC358:0	
chr1	7343653	7349377	NC358:0	
chr1	7349378	7399450	NC358:0	
chr1	7399451	7402916	NC358:0	
chr1	7402917	7430465	NC358:0	
chr1	7430466	7432580	NC358:0	
chr1	7432581	7435382	NC358:0	
chr1	7435383	7500726	NC358:0	
chr1	7500727	7506865	NC358:0	
chr1	7506866	7512204	NC358:0	
chr1	7512205	7540088	NC358:0	
chr1	7540089	7545610	NC358:0	
chr1	7545611	7638120	NC358:0	
chr1	7638121	7653675	NC358:0	
chr1	7653676	7662115	NC358:0	
chr1	7662116	7663679	NC358:0	
chr1	7663680	7665534	NC358:0	
chr1	7665535	7669101	NC358:0	
chr1	7669102	7716915	NC358:0	
chr1	7716916	7718942	NC358:0	
chr1	7718943	7779214	NC358:0	
chr1	7779215	7781956	NC358:0	
chr1	7781957	7813147	NC358:0	
chr1	7813148	7815928	NC358:0	
chr1	7815929	7817038	NC358:0	
chr1	7817039	7819234	NC358:0	
chr1	7819235	7820175	NC358:0	
chr1	7820176	7822738	NC358:0	
chr1	7822739	7915450	NC358:0	
chr1	7915451	7927108	NC358:0	
chr1	7927109	7952529	NC358:0	
chr1	7952530	7955703	NC358:0	
chr1	7955704	7980046	NC358:0	
chr1	7980047	7983809	NC358:0	
chr1	7983810	7988106	NC358:0	
chr1	7988107	7990853	NC358:0	
chr1	7990854	7992278	NC358:0	
chr1	7992279	7995159	NC358:0	
chr1	7995160	8000944	NC358:0	
chr1	8000945	8030477	NC358:0	
chr1	8030478	8031774	NC358:0	
chr1	8031775	8033730	NC358:0	
chr1	8033731	8043768	NC358:0	
chr1	8043769	8047492	NC358:0	
chr1	8047493	8049549	NC358:0	
chr1	8049550	8054334	NC358:0	
chr1	8054335	8058683	NC358:0	
chr1	8058684	8063829	NC358:0	
chr1	8063830	8065982	NC358:0	
chr1	8065983	8087142	NC358:0	
chr1	8087143	8100216	NC358:0	
chr1	8100217	8166962	NC358:0	
chr1	8166963	8170525	NC358:0	
chr1	8170526	8171843	NC358:0	
chr1	8171844	8180476	NC358:0	
chr1	8180477	8183783	NC358:0	
chr1	8183784	8215540	NC358:0	
chr1	8215541	8221140	NC358:0	
chr1	8221141	8221769	NC358:0	
chr1	8221770	8227301	NC358:0	
chr1	8227302	8237298	NC358:0	
chr1	8237299	8244143	NC358:0	
chr1	8244144	8248523	NC358:0	
chr1	8248524	8268031	NC358:0	
chr1	8268032	8272428	NC358:0	
chr1	8272429	8274276	NC358:0	
chr1	8274277	8293107	NC358:0	
chr1	8293108	8297551	NC358:0	
chr1	8297552	8307463	NC358:0	
chr1	8307464	8312389	NC358:0	
chr1	8312390	8349481	NC358:0	
chr1	8349482	8351043	NC358:0	
chr1	8351044	8420732	NC358:0	
chr1	8420733	8425281	NC358:0	
chr1	8425282	8431469	NC358:0	
chr1	8431470	8434660	NC358:0	
chr1	8434661	8487512	NC358:0	
chr1	8487513	8492819	NC358:0	
chr1	8492820	8507268	NC358:0	
chr1	8507269	8513947	NC358:0	
chr1	8513948	8518918	NC358:0	
chr1	8518919	8531520	NC358:0	
chr1	8531521	8535632	NC358:0	
chr1	8535633	8596979	NC358:0	
chr1	8596980	8601156	NC358:0	
chr1	8601157	8601908	NC358:0	
chr1	8601909	8608105	NC358:0	
chr1	8608106	8611098	NC358:0	
chr1	8611099	8612956	NC358:0	
chr1	8612957	8616806	NC358:0	
chr1	8616807	8636208	NC358:0	
chr1	8636209	8643034	NC358:0	
chr1	8643035	8708868	NC358:0	
chr1	8708869	8712096	NC358:0	
chr1	8712097	8727045	NC358:0	
chr1	8727046	8729604	NC358:0	
chr1	8729605	8731180	NC358:0	
chr1	8731181	8755262	NC358:0	
chr1	8755263	8756664	NC358:0	
chr1	8756665	8782351	NC358:0	
chr1	8782352	8790518	NC358:0	
chr1	8790519	8850678	NC358:0	
chr1	8850679	8854259	NC358:0	
chr1	8854260	8914426	NC358:0	
chr1	8914427	8920009	NC358:0	
chr1	8920010	8943649	NC358:0	
chr1	8943650	8949754	NC358:0	
chr1	8949755	8950375	NC358:0	
chr1	8950376	8953233	NC358:0	
chr1	8953234	9013534	NC358:0	
chr1	9013535	9015189	NC358:0	
chr1	9015190	9036186	NC358:0	
chr1	9036187	9036907	NC358:0	
chr1	9036908	9038636	NC358:0	
chr1	9038637	9043194	NC358:0	
chr1	9043195	9047604	NC358:0	
chr1	9047605	9051795	NC358:0	
chr1	9051796	9054640	NC358:0	
chr1	9054641	9059047	NC358:0	
chr1	9059048	9095580	NC358:0	
chr1	9095581	9099784	NC358:0	
chr1	9099785	9163933	NC358:0	
chr1	9163934	9169492	NC358:0	
chr1	9169493	9191632	NC358:0	
chr1	9191633	9194086	NC358:0	
chr1	9194087	9276778	NC358:0	
chr1	9276779	9281048	NC358:0	
chr1	9281049	9281696	NC358:0	
chr1	9281697	9289988	NC358:0	
chr1	9289989	9340159	NC358:0	
chr1	9340160	9347692	NC358:0	
chr1	9347693	9386387	NC358:0	
chr1	9386388	9390074	NC358:0	
chr1	9390075	9411765	NC358:0	
chr1	9411766	9419947	NC358:0	
chr1	9419948	9423180	NC358:0	
chr1	9423181	9428783	NC358:0	
chr1	9428784	9483046	NC358:0	
chr1	9483047	9566425	NC358:0	
chr1	9566426	9572475	NC358:0	
chr1	9572476	9580461	NC358:0	
chr1	9580462	9665827	NC358:0	
chr1	9665828	9669047	NC358:0	
chr1	9669048	9681496	B73:0	
chr1	9681497	9684749	B73:0	
chr1	9684750	9710652	NC358:0	
chr1	9710653	9713816	NC358:0	
chr1	9713817	9716459	NC358:0	
chr1	9716460	9719594	NC358:0	
chr1	9719595	9770195	NC358:0	
chr1	9770196	9773693	NC358:0	
chr1	9773694	9815589	NC358:0	
chr1	9815590	9820149	NC358:0	
chr1	9820150	9921621	NC358:0	
chr1	9921622	9933204	NC358:0	
chr1	9933205	9963141	NC358:0	
chr1	9963142	9966821	NC358:0	
chr1	9966822	9996980	NC358:0	
chr1	9996981	10001057	NC358:0	
chr1	10001058	10040811	NC358:0	
chr1	10040812	10045844	NC358:0	
chr1	10045845	10050500	NC358:0	
chr1	10050501	10052018	NC358:0	
chr1	10052019	10053004	NC358:0	
chr1	10053005	10054831	NC358:0	
chr1	10054832	10086037	NC358:0	
chr1	10086038	10089173	NC358:0	
chr1	10089174	10094371	NC358:0	
chr1	10094372	10098236	NC358:0	
chr1	10098237	10192831	NC358:0	
chr1	10192832	10194962	NC358:0	
chr1	10194963	10196731	NC358:0	
chr1	10196732	10201991	NC358:0	
chr1	10201992	10255528	NC358:0	
chr1	10255529	10259196	NC358:0	
chr1	10259197	10284266	NC358:0	
chr1	10284267	10294620	NC358:0	
chr1	10294621	10374764	NC358:0	
chr1	10374765	10379155	NC358:0	
chr1	10379156	10385890	NC358:0	
chr1	10385891	10387748	NC358:0	
chr1	10387749	10427129	NC358:0	
chr1	10427130	10508397	NC358:0	
chr1	10508398	10510952	NC358:0	
chr1	10510953	10512569	NC358:0	
chr1	10512570	10549478	NC358:0	
chr1	10549479	10558595	NC358:0	
chr1	10558596	10616064	NC358:0	
chr1	10616065	10622410	NC358:0	
chr1	10622411	10626085	NC358:0	
chr1	10626086	10671810	NC358:0	
chr1	10671811	10675025	NC358:0	
chr1	10675026	10678169	NC358:0	
chr1	10678170	10678726	NC358:0	
chr1	10678727	10682393	NC358:0	
chr1	10682394	10774022	NC358:0	
chr1	10774023	10780046	NC358:0	
chr1	10780047	10795027	NC358:0	
chr1	10795028	10799165	NC358:0	
chr1	10799166	10906716	NC358:0	
chr1	10906717	10909061	NC358:0	
chr1	10909062	10912707	NC358:0	
chr1	10912708	10915036	NC358:0	
chr1	10915037	10931110	NC358:0	
chr1	10931111	10936695	NC358:0	
chr1	10936696	10984765	NC358:0	
chr1	10984766	10986152	NC358:0	
chr1	10986153	10989209	NC358:0	
chr1	10989210	11046428	NC358:0	
chr1	11046429	11051793	NC358:0	
chr1	11051794	11063606	NC358:0	
chr1	11063607	11066307	CML333:0	
chr1	11066308	11075304	CML333:0	
chr1	11075305	11077145	CML333:0	
chr1	11077146	11078004	CML333:0	
chr1	11078005	11085850	CML333:0	
chr1	11085851	11087424	CML333:0	
chr1	11087425	11088997	CML333:0	
chr1	11088998	11194044	CML333:0	
chr1	11194045	11199296	CML333:0	
chr1	11199297	11200576	CML333:0	
chr1	11200577	11214157	CML333:0	
chr1	11214158	11215711	CML333:0	
chr1	11215712	11247422	CML333:0	
chr1	11247423	11253573	CML333:0	
chr1	11253574	11261317	CML333:0	
chr1	11261318	11303759	CML333:0	
chr1	11303760	11306758	CML333:0	
chr1	11306759	11326786	CML333:0	
chr1	11326787	11334568	CML333:0	
chr1	11334569	11386654	CML333:0	
chr1	11386655	11388091	CML333:0	
chr1	11388092	11390870	CML333:0	
chr1	11390871	11478702	CML333:0	
chr1	11478703	11485862	CML333:0	
chr1	11485863	11491569	CML333:0	
chr1	11491570	11559223	CML333:0	
chr1	11559224	11563057	CML333:0	
chr1	11563058	11566032	CML333:0	
chr1	11566033	11574334	CML333:0	
chr1	11574335	11610793	CML333:0	
chr1	11610794	11613730	CML333:0	
chr1	11613731	11614809	CML333:0	
chr1	11614810	11621071	CML333:0	
chr1	11621072	11664417	CML333:0	
chr1	11664418	11673754	CML333:0	
chr1	11673755	11677847	CML333:0	
chr1	11677848	11693601	CML333:0	
chr1	11693602	11776125	CML333:0	
chr1	11776126	11783553	CML333:0	
chr1	11783554	11847384	CML333:0	
chr1	11847385	11881202	CML333:0	
chr1	11881203	11937615	CML333:0	
chr1	11937616	11939957	CML333:0	
chr1	11939958	11969116	CML333:0	
chr1	11969117	11970574	CML333:0	
chr1	11970575	11998838	CML333:0	
chr1	11998839	12034516	CML333:0	
chr1	12034517	12035971	CML333:0	
chr1	12035972	12042881	CML333:0	
chr1	12042882	12065977	CML333:0	
chr1	12065978	12078908	CML333:0	
chr1	12078909	12180523	CML333:0	
chr1	12180524	12183113	CML333:0	
chr1	12183114	12183700	CML333:0	
chr1	12183701	12192934	CML333:0	
chr1	12192935	12225332	CML333:0	
chr1	12225333	12228539	CML333:0	
chr1	12228540	12230687	CML333:0	
chr1	12230688	12238394	CML333:0	
chr1	12238395	12249695	CML333:0	
chr1	12249696	12255963	CML333:0	
chr1	12255964	12259325	CML333:0	
chr1	12259326	12274637	CML333:0	
chr1	12274638	12295016	CML333:0	
chr1	12295017	12297416	CML333:0	
chr1	12297417	12337612	CML333:0	
chr1	12337613	12339759	CML333:0	
chr1	12339760	12342374	CML333:0	
chr1	12342375	12343155	CML333:0	
chr1	12343156	12345662	CML333:0	
chr1	12345663	12397755	CML333:0	
chr1	12397756	12406411	CML333:0	
chr1	12406412	12427955	CML333:0	
chr1	12427956	12429156	CML333:0	
chr1	12429157	12433629	CML333:0	
chr1	12433630	12439263	CML333:0	
chr1	12439264	12441375	CML333:0	
chr1	12441376	12448543	CML333:0	
chr1	12448544	12516162	CML333:0	
chr1	12516163	12521123	CML333:0	
chr1	12521124	12523955	CML333:0	
chr1	12523956	12527956	CML333:0	
chr1	12527957	12536168	CML333:0	
chr1	12536169	12553185	CML333:0	
chr1	12553186	12555964	CML333:0	
chr1	12555965	12568726	CML333:0	
chr1	12568727	12570169	CML333:0	
chr1	12570170	12570769	CML333:0	
chr1	12570770	12577950	CML333:0	
chr1	12577951	12581560	CML333:0	
chr1	12581561	12583153	CML333:0	
chr1	12583154	12588167	CML333:0	
chr1	12588168	12589662	CML333:0	
chr1	12589663	12616375	CML333:0	
chr1	12616376	12621144	CML333:0	
chr1	12621145	12624969	CML333:0	
chr1	12624970	12649072	CML333:0	
chr1	12649073	12650970	CML333:0	
chr1	12650971	12752955	CML333:0	
chr1	12752956	12759500	CML333:0	
chr1	12759501	12917648	CML333:0	
chr1	12917649	12919661	CML333:0	
chr1	12919662	12946294	CML333:0	
chr1	12946295	12949459	CML333:0	
chr1	12949460	13031067	CML333:0	
chr1	13031068	13035310	CML333:0	
chr1	13035311	13036518	CML333:0	
chr1	13036519	13041823	CML333:0	
chr1	13041824	13056160	CML333:0	
chr1	13056161	13071370	CML333:0	
chr1	13071371	13078804	CML333:0	
chr1	13078805	13164275	CML333:0	
chr1	13164276	13165518	CML333:0	
chr1	13165519	13168004	CML333:0	
chr1	13168005	13231321	CML333:0	
chr1	13231322	13232774	CML333:0	
chr1	13232775	13261856	CML333:0	
chr1	13261857	13263078	CML333:0	
chr1	13263079	13265510	CML333:0	
chr1	13265511	13274934	CML333:0	
chr1	13274935	13282671	CML333:0	
chr1	13282672	13283998	CML333:0	
chr1	13283999	13299595	CML333:0	
chr1	13299596	13316054	CML333:0	
chr1	13316055	13334800	CML333:0	
chr1	13334801	13336022	CML333:0	
chr1	13336023	13372946	CML333:0	
chr1	13372947	13375315	CML333:0	
chr1	13375316	13378171	CML333:0	
chr1	13378172	13425537	CML333:0	
chr1	13425538	13428459	CML333:0	
chr1	13428460	13470496	CML333:0	
chr1	13470497	13486590	CML333:0	
chr1	13486591	13495455	CML333:0	
chr1	13495456	13561059	CML333:0	
chr1	13561060	13568282	CML333:0	
chr1	13568283	13569461	CML333:0	
chr1	13569462	13570689	CML333:0	
chr1	13570690	13622279	CML333:0	
chr1	13622280	13623522	CML333:0	
chr1	13623523	13653067	CML333:0	
chr1	13653068	13657847	CML333:0	
chr1	13657848	13702632	CML333:0	
chr1	13702633	13709583	CML333:0	
chr1	13709584	13722719	CML333:0	
chr1	13722720	13757440	CML333:0	
chr1	13757441	13762567	CML333:0	
chr1	13762568	13799401	CML333:0	
chr1	13799402	13806968	CML333:0	
chr1	13806969	13860426	CML333:0	
chr1	13860427	13863917	CML333:0	
chr1	13863918	13906916	CML333:0	
chr1	13906917	13925987	CML333:0	
chr1	13925988	13975455	CML333:0	
chr1	13975456	13979202	CML333:0	
chr1	13979203	14102000	CML333:0	
chr1	14102001	14105098	CML333:0	
chr1	14105099	14142023	CML333:0	
chr1	14142024	14145601	CML333:0	
chr1	14145602	14202207	CML333:0	
chr1	14202208	14207237	CML333:0	
chr1	14207238	14213853	CML333:0	
chr1	14213854	14216060	CML333:0	
chr1	14216061	14218282	CML333:0	
